faq_id,category,question,answer,keywords
LF0165,Library,Are group study rooms available?,Please return books on time to avoid overdue fines.,"library,books,reading"
LF0166,Library,Can I print documents?,"The librarian can assist you with borrowing, renewing and locating books.","library,books,reading"
LF0167,Library,How do I access journals?,Digital resources may be available through the college library services.,"library,books,reading"
LF0168,Library,Are newspapers available?,Keep your library ID with you when using library facilities.,"library,books,reading"
LF0169,Library,Can I borrow reference books?,Please check the library portal or contact the librarian for the latest information.,"library,books,reading"
LF0170,Library,What are the library rules?,"The Central Library provides books, journals and study resources for students.","library,books,reading"
LF0171,Library,Can I carry food inside?,Library services are subject to the college library rules and regulations.,"library,books,reading"
LF0172,Library,Are laptops allowed?,"You can search by title, author or subject in the library catalogue.","library,books,reading"
LF0173,Library,How do I recommend a new book?,Please return books on time to avoid overdue fines.,"library,books,reading"
LF0174,Library,Can I access IEEE papers?,"The librarian can assist you with borrowing, renewing and locating books.","library,books,reading"
LF0175,Library,How many renewals are allowed?,Digital resources may be available through the college library services.,"library,books,reading"
LF0176,Library,Is silence mandatory?,Keep your library ID with you when using library facilities.,"library,books,reading"
LF0177,Library,Can faculty issue more books?,Please check the library portal or contact the librarian for the latest information.,"library,books,reading"
LF0178,Library,How do I check book availability?,"The Central Library provides books, journals and study resources for students.","library,books,reading"
LF0179,Library,What books are available for my department?,Library services are subject to the college library rules and regulations.,"library,books,reading"
LF0180,Library,Can I use the library during exams?,"You can search by title, author or subject in the library catalogue.","library,books,reading"
LF0181,Library,Where is the library?,Please return books on time to avoid overdue fines.,"library,books,reading"
LF0182,Library,How do I search for a book?,"The librarian can assist you with borrowing, renewing and locating books.","library,books,reading"
LF0183,Library,Can I reserve a book?,Digital resources may be available through the college library services.,"library,books,reading"
LF0184,Library,Is there a digital library?,Keep your library ID with you when using library facilities.,"library,books,reading"
LF0185,Library,Are previous year papers available?,Please check the library portal or contact the librarian for the latest information.,"library,books,reading"
LF0186,Library,Can I access e-books?,"The Central Library provides books, journals and study resources for students.","library,books,reading"
LF0187,Library,What is the fine for late return?,Library services are subject to the college library rules and regulations.,"library,books,reading"
LF0188,Library,Can I use the reading room?,"You can search by title, author or subject in the library catalogue.","library,books,reading"
LF0189,Library,Is Wi-Fi available in the library?,Please return books on time to avoid overdue fines.,"library,books,reading"
LF0190,Library,Can alumni use the library?,"The librarian can assist you with borrowing, renewing and locating books.","library,books,reading"
LF0191,Library,How do I get a library card?,Digital resources may be available through the college library services.,"library,books,reading"
LF0192,Library,What if I lose a book?,Keep your library ID with you when using library facilities.,"library,books,reading"
LF0193,Library,What if I lose my library card?,Please check the library portal or contact the librarian for the latest information.,"library,books,reading"
LF0194,Library,Can I bring my own books?,"The Central Library provides books, journals and study resources for students.","library,books,reading"
LF0195,Library,Are group study rooms available?,Library services are subject to the college library rules and regulations.,"library,books,reading"
LF0196,Library,Can I print documents?,"You can search by title, author or subject in the library catalogue.","library,books,reading"
LF0197,Library,How do I access journals?,Please return books on time to avoid overdue fines.,"library,books,reading"
LF0198,Library,Are newspapers available?,"The librarian can assist you with borrowing, renewing and locating books.","library,books,reading"
LF0199,Library,Can I borrow reference books?,Digital resources may be available through the college library services.,"library,books,reading"
LF0200,Library,What are the library rules?,Keep your library ID with you when using library facilities.,"library,books,reading"
LF0201,Library,Can I carry food inside?,Please check the library portal or contact the librarian for the latest information.,"library,books,reading"
LF0202,Library,Are laptops allowed?,"The Central Library provides books, journals and study resources for students.","library,books,reading"
LF0203,Library,How do I recommend a new book?,Library services are subject to the college library rules and regulations.,"library,books,reading"
LF0204,Library,Can I access IEEE papers?,"You can search by title, author or subject in the library catalogue.","library,books,reading"
LF0205,Library,How many renewals are allowed?,Please return books on time to avoid overdue fines.,"library,books,reading"
LF0206,Library,Is silence mandatory?,"The librarian can assist you with borrowing, renewing and locating books.","library,books,reading"
LF0207,Library,Can faculty issue more books?,Digital resources may be available through the college library services.,"library,books,reading"
LF0208,Library,How do I check book availability?,Keep your library ID with you when using library facilities.,"library,books,reading"
LF0209,Library,What books are available for my department?,Please check the library portal or contact the librarian for the latest information.,"library,books,reading"
LF0210,Library,Can I use the library during exams?,"The Central Library provides books, journals and study resources for students.","library,books,reading"
LF0211,Library,Where is the library?,Library services are subject to the college library rules and regulations.,"library,books,reading"
LF0212,Library,How do I search for a book?,"You can search by title, author or subject in the library catalogue.","library,books,reading"
LF0213,Library,Can I reserve a book?,Please return books on time to avoid overdue fines.,"library,books,reading"
LF0214,Library,Is there a digital library?,"The librarian can assist you with borrowing, renewing and locating books.","library,books,reading"
LF0215,Library,Are previous year papers available?,Digital resources may be available through the college library services.,"library,books,reading"
LF0216,Library,Can I access e-books?,Keep your library ID with you when using library facilities.,"library,books,reading"
LF0217,Library,What is the fine for late return?,Please check the library portal or contact the librarian for the latest information.,"library,books,reading"
LF0218,Library,Can I use the reading room?,"The Central Library provides books, journals and study resources for students.","library,books,reading"
LF0219,Library,Is Wi-Fi available in the library?,Library services are subject to the college library rules and regulations.,"library,books,reading"
LF0220,Library,Can alumni use the library?,"You can search by title, author or subject in the library catalogue.","library,books,reading"
LF0221,Library,How do I get a library card?,Please return books on time to avoid overdue fines.,"library,books,reading"
LF0222,Library,What if I lose a book?,"The librarian can assist you with borrowing, renewing and locating books.","library,books,reading"
LF0223,Library,What if I lose my library card?,Digital resources may be available through the college library services.,"library,books,reading"
LF0224,Library,Can I bring my own books?,Keep your library ID with you when using library facilities.,"library,books,reading"
LF0225,Library,Are group study rooms available?,Please check the library portal or contact the librarian for the latest information.,"library,books,reading"
LF0226,Library,Can I print documents?,"The Central Library provides books, journals and study resources for students.","library,books,reading"
LF0227,Library,How do I access journals?,Library services are subject to the college library rules and regulations.,"library,books,reading"
LF0228,Library,Are newspapers available?,"You can search by title, author or subject in the library catalogue.","library,books,reading"
LF0229,Library,Can I borrow reference books?,Please return books on time to avoid overdue fines.,"library,books,reading"
LF0230,Library,What are the library rules?,"The librarian can assist you with borrowing, renewing and locating books.","library,books,reading"
LF0231,Library,Can I carry food inside?,Digital resources may be available through the college library services.,"library,books,reading"
LF0232,Library,Are laptops allowed?,Keep your library ID with you when using library facilities.,"library,books,reading"
LF0233,Library,How do I recommend a new book?,Please check the library portal or contact the librarian for the latest information.,"library,books,reading"
LF0234,Library,Can I access IEEE papers?,"The Central Library provides books, journals and study resources for students.","library,books,reading"
LF0235,Library,How many renewals are allowed?,Library services are subject to the college library rules and regulations.,"library,books,reading"
LF0236,Library,Is silence mandatory?,"You can search by title, author or subject in the library catalogue.","library,books,reading"
LF0237,Library,Can faculty issue more books?,Please return books on time to avoid overdue fines.,"library,books,reading"
LF0238,Library,How do I check book availability?,"The librarian can assist you with borrowing, renewing and locating books.","library,books,reading"
LF0239,Library,What books are available for my department?,Digital resources may be available through the college library services.,"library,books,reading"
LF0240,Library,Can I use the library during exams?,Keep your library ID with you when using library facilities.,"library,books,reading"
LF0241,Library,Where is the library?,Please check the library portal or contact the librarian for the latest information.,"library,books,reading"
LF0242,Library,How do I search for a book?,"The Central Library provides books, journals and study resources for students.","library,books,reading"
LF0243,Library,Can I reserve a book?,Library services are subject to the college library rules and regulations.,"library,books,reading"
LF0244,Library,Is there a digital library?,"You can search by title, author or subject in the library catalogue.","library,books,reading"
LF0245,Library,Are previous year papers available?,Please return books on time to avoid overdue fines.,"library,books,reading"
LF0246,Library,Can I access e-books?,"The librarian can assist you with borrowing, renewing and locating books.","library,books,reading"
LF0247,Library,What is the fine for late return?,Digital resources may be available through the college library services.,"library,books,reading"
LF0248,Library,Can I use the reading room?,Keep your library ID with you when using library facilities.,"library,books,reading"
LF0249,Library,Is Wi-Fi available in the library?,Please check the library portal or contact the librarian for the latest information.,"library,books,reading"
LF0250,Library,Can alumni use the library?,"The Central Library provides books, journals and study resources for students.","library,books,reading"
LF0251,Library,How do I get a library card?,Library services are subject to the college library rules and regulations.,"library,books,reading"
LF0252,Library,What if I lose a book?,"You can search by title, author or subject in the library catalogue.","library,books,reading"
LF0253,Library,What if I lose my library card?,Please return books on time to avoid overdue fines.,"library,books,reading"
LF0254,Library,Can I bring my own books?,"The librarian can assist you with borrowing, renewing and locating books.","library,books,reading"
LF0255,Library,Are group study rooms available?,Digital resources may be available through the college library services.,"library,books,reading"
LF0256,Library,Can I print documents?,Keep your library ID with you when using library facilities.,"library,books,reading"
LF0257,Library,How do I access journals?,Please check the library portal or contact the librarian for the latest information.,"library,books,reading"
LF0258,Library,Are newspapers available?,"The Central Library provides books, journals and study resources for students.","library,books,reading"
LF0259,Library,Can I borrow reference books?,Library services are subject to the college library rules and regulations.,"library,books,reading"
LF0260,Library,What are the library rules?,"You can search by title, author or subject in the library catalogue.","library,books,reading"
LF0261,Library,Can I carry food inside?,Please return books on time to avoid overdue fines.,"library,books,reading"
LF0262,Library,Are laptops allowed?,"The librarian can assist you with borrowing, renewing and locating books.","library,books,reading"
LF0263,Library,How do I recommend a new book?,Digital resources may be available through the college library services.,"library,books,reading"
LF0264,Library,Can I access IEEE papers?,Keep your library ID with you when using library facilities.,"library,books,reading"
LF0265,Library,How many renewals are allowed?,Please check the library portal or contact the librarian for the latest information.,"library,books,reading"
LF0266,Library,Is silence mandatory?,"The Central Library provides books, journals and study resources for students.","library,books,reading"
LF0267,Library,Can faculty issue more books?,Library services are subject to the college library rules and regulations.,"library,books,reading"
LF0268,Library,How do I check book availability?,"You can search by title, author or subject in the library catalogue.","library,books,reading"
LF0269,Library,What books are available for my department?,Please return books on time to avoid overdue fines.,"library,books,reading"
LF0270,Library,Can I use the library during exams?,"The librarian can assist you with borrowing, renewing and locating books.","library,books,reading"
LF0271,Library,Where is the library?,Digital resources may be available through the college library services.,"library,books,reading"
LF0272,Library,How do I search for a book?,Keep your library ID with you when using library facilities.,"library,books,reading"
LF0273,Library,Can I reserve a book?,Please check the library portal or contact the librarian for the latest information.,"library,books,reading"
LF0274,Library,Is there a digital library?,"The Central Library provides books, journals and study resources for students.","library,books,reading"
LF0275,Library,Are previous year papers available?,Library services are subject to the college library rules and regulations.,"library,books,reading"
LF0276,Library,Can I access e-books?,"You can search by title, author or subject in the library catalogue.","library,books,reading"
LF0277,Library,What is the fine for late return?,Please return books on time to avoid overdue fines.,"library,books,reading"
LF0278,Library,Can I use the reading room?,"The librarian can assist you with borrowing, renewing and locating books.","library,books,reading"
LF0279,Library,Is Wi-Fi available in the library?,Digital resources may be available through the college library services.,"library,books,reading"
LF0280,Library,Can alumni use the library?,Keep your library ID with you when using library facilities.,"library,books,reading"
LF0281,Library,How do I get a library card?,Please check the library portal or contact the librarian for the latest information.,"library,books,reading"
LF0282,Library,What if I lose a book?,"The Central Library provides books, journals and study resources for students.","library,books,reading"
LF0283,Library,What if I lose my library card?,Library services are subject to the college library rules and regulations.,"library,books,reading"
LF0284,Library,Can I bring my own books?,"You can search by title, author or subject in the library catalogue.","library,books,reading"
LF0285,Library,Are group study rooms available?,Please return books on time to avoid overdue fines.,"library,books,reading"
LF0286,Library,Can I print documents?,"The librarian can assist you with borrowing, renewing and locating books.","library,books,reading"
LF0287,Library,How do I access journals?,Digital resources may be available through the college library services.,"library,books,reading"
LF0288,Library,Are newspapers available?,Keep your library ID with you when using library facilities.,"library,books,reading"
LF0289,Library,Can I borrow reference books?,Please check the library portal or contact the librarian for the latest information.,"library,books,reading"
LF0290,Library,What are the library rules?,"The Central Library provides books, journals and study resources for students.","library,books,reading"
LF0291,Library,Can I carry food inside?,Library services are subject to the college library rules and regulations.,"library,books,reading"
LF0292,Library,Are laptops allowed?,"You can search by title, author or subject in the library catalogue.","library,books,reading"
LF0293,Library,How do I recommend a new book?,Please return books on time to avoid overdue fines.,"library,books,reading"
LF0294,Library,Can I access IEEE papers?,"The librarian can assist you with borrowing, renewing and locating books.","library,books,reading"
LF0295,Library,How many renewals are allowed?,Digital resources may be available through the college library services.,"library,books,reading"
LF0296,Library,Is silence mandatory?,Keep your library ID with you when using library facilities.,"library,books,reading"
LF0297,Library,Can faculty issue more books?,Please check the library portal or contact the librarian for the latest information.,"library,books,reading"
LF0298,Library,How do I check book availability?,"The Central Library provides books, journals and study resources for students.","library,books,reading"
LF0299,Library,What books are available for my department?,Library services are subject to the college library rules and regulations.,"library,books,reading"
LF0300,Library,Can I use the library during exams?,"You can search by title, author or subject in the library catalogue.","library,books,reading"
LF0301,Library,Where is the library?,Please return books on time to avoid overdue fines.,"library,books,reading"
LF0302,Library,How do I search for a book?,"The librarian can assist you with borrowing, renewing and locating books.","library,books,reading"
LF0303,Library,Can I reserve a book?,Digital resources may be available through the college library services.,"library,books,reading"
LF0304,Library,Is there a digital library?,Keep your library ID with you when using library facilities.,"library,books,reading"
LF0305,Library,Are previous year papers available?,Please check the library portal or contact the librarian for the latest information.,"library,books,reading"
LF0306,Library,Can I access e-books?,"The Central Library provides books, journals and study resources for students.","library,books,reading"
LF0307,Library,What is the fine for late return?,Library services are subject to the college library rules and regulations.,"library,books,reading"
