faq_id,category,question,answer,keywords
NF0190,Notices,What categories of notices exist?,Enable notifications in your student account to receive important updates.,"notices,announcement"
NF0191,Notices,Are archived notices searchable?,Expired notices remain available in the archive if the system supports it.,"notices,announcement"
NF0192,Notices,How can I avoid missing important notices?,Contact the issuing department if you have questions about a specific notice.,"notices,announcement"
NF0193,Notices,What are today's notices?,Please check the Notices page regularly for the latest announcements.,"notices,announcement"
NF0194,Notices,Any new academic notice?,Official notices are published by authorized college departments.,"notices,announcement"
NF0195,Notices,Any exam notice?,"You can filter notices by category, department or program where available.","notices,announcement"
NF0196,Notices,Any placement notice?,"Important notices include deadlines, examinations, placements and academic updates.","notices,announcement"
NF0197,Notices,Any holiday notice?,Download the attached PDF if a notice includes supporting documents.,"notices,announcement"
NF0198,Notices,How do I search notices?,Enable notifications in your student account to receive important updates.,"notices,announcement"
NF0199,Notices,Can I filter notices by department?,Expired notices remain available in the archive if the system supports it.,"notices,announcement"
NF0200,Notices,How long are notices available?,Contact the issuing department if you have questions about a specific notice.,"notices,announcement"
NF0201,Notices,Where can I find old notices?,Please check the Notices page regularly for the latest announcements.,"notices,announcement"
NF0202,Notices,Can I print a notice?,Official notices are published by authorized college departments.,"notices,announcement"
NF0203,Notices,How do I know if a notice is important?,"You can filter notices by category, department or program where available.","notices,announcement"
NF0204,Notices,What is an urgent notice?,"Important notices include deadlines, examinations, placements and academic updates.","notices,announcement"
NF0205,Notices,Can I bookmark notices?,Download the attached PDF if a notice includes supporting documents.,"notices,announcement"
NF0206,Notices,Will I get email notifications?,Enable notifications in your student account to receive important updates.,"notices,announcement"
NF0207,Notices,Can I download notices as PDF?,Expired notices remain available in the archive if the system supports it.,"notices,announcement"
NF0208,Notices,Who can upload notices?,Contact the issuing department if you have questions about a specific notice.,"notices,announcement"
NF0209,Notices,How do I report an incorrect notice?,Please check the Notices page regularly for the latest announcements.,"notices,announcement"
NF0210,Notices,Can faculty publish notices?,Official notices are published by authorized college departments.,"notices,announcement"
NF0211,Notices,Are notices available for all programs?,"You can filter notices by category, department or program where available.","notices,announcement"
NF0212,Notices,Can Diploma students view BE notices?,"Important notices include deadlines, examinations, placements and academic updates.","notices,announcement"
NF0213,Notices,How do I check notice history?,Download the attached PDF if a notice includes supporting documents.,"notices,announcement"
NF0214,Notices,What attachments can notices contain?,Enable notifications in your student account to receive important updates.,"notices,announcement"
NF0215,Notices,How do I know the expiry date?,Expired notices remain available in the archive if the system supports it.,"notices,announcement"
NF0216,Notices,Can I share notices?,Contact the issuing department if you have questions about a specific notice.,"notices,announcement"
NF0217,Notices,How do I contact the issuing department?,Please check the Notices page regularly for the latest announcements.,"notices,announcement"
NF0218,Notices,Where are scholarship notices posted?,Official notices are published by authorized college departments.,"notices,announcement"
NF0219,Notices,Where are event notices posted?,"You can filter notices by category, department or program where available.","notices,announcement"
NF0220,Notices,How do I know if registration is open?,"Important notices include deadlines, examinations, placements and academic updates.","notices,announcement"
NF0221,Notices,Can I receive mobile notifications?,Download the attached PDF if a notice includes supporting documents.,"notices,announcement"
NF0222,Notices,What categories of notices exist?,Enable notifications in your student account to receive important updates.,"notices,announcement"
NF0223,Notices,Are archived notices searchable?,Expired notices remain available in the archive if the system supports it.,"notices,announcement"
NF0224,Notices,How can I avoid missing important notices?,Contact the issuing department if you have questions about a specific notice.,"notices,announcement"
NF0225,Notices,What are today's notices?,Please check the Notices page regularly for the latest announcements.,"notices,announcement"
NF0226,Notices,Any new academic notice?,Official notices are published by authorized college departments.,"notices,announcement"
NF0227,Notices,Any exam notice?,"You can filter notices by category, department or program where available.","notices,announcement"
NF0228,Notices,Any placement notice?,"Important notices include deadlines, examinations, placements and academic updates.","notices,announcement"
NF0229,Notices,Any holiday notice?,Download the attached PDF if a notice includes supporting documents.,"notices,announcement"
NF0230,Notices,How do I search notices?,Enable notifications in your student account to receive important updates.,"notices,announcement"
NF0231,Notices,Can I filter notices by department?,Expired notices remain available in the archive if the system supports it.,"notices,announcement"
NF0232,Notices,How long are notices available?,Contact the issuing department if you have questions about a specific notice.,"notices,announcement"
NF0233,Notices,Where can I find old notices?,Please check the Notices page regularly for the latest announcements.,"notices,announcement"
NF0234,Notices,Can I print a notice?,Official notices are published by authorized college departments.,"notices,announcement"
NF0235,Notices,How do I know if a notice is important?,"You can filter notices by category, department or program where available.","notices,announcement"
NF0236,Notices,What is an urgent notice?,"Important notices include deadlines, examinations, placements and academic updates.","notices,announcement"
NF0237,Notices,Can I bookmark notices?,Download the attached PDF if a notice includes supporting documents.,"notices,announcement"
NF0238,Notices,Will I get email notifications?,Enable notifications in your student account to receive important updates.,"notices,announcement"
NF0239,Notices,Can I download notices as PDF?,Expired notices remain available in the archive if the system supports it.,"notices,announcement"
NF0240,Notices,Who can upload notices?,Contact the issuing department if you have questions about a specific notice.,"notices,announcement"
NF0241,Notices,How do I report an incorrect notice?,Please check the Notices page regularly for the latest announcements.,"notices,announcement"
NF0242,Notices,Can faculty publish notices?,Official notices are published by authorized college departments.,"notices,announcement"
NF0243,Notices,Are notices available for all programs?,"You can filter notices by category, department or program where available.","notices,announcement"
NF0244,Notices,Can Diploma students view BE notices?,"Important notices include deadlines, examinations, placements and academic updates.","notices,announcement"
NF0245,Notices,How do I check notice history?,Download the attached PDF if a notice includes supporting documents.,"notices,announcement"
NF0246,Notices,What attachments can notices contain?,Enable notifications in your student account to receive important updates.,"notices,announcement"
NF0247,Notices,How do I know the expiry date?,Expired notices remain available in the archive if the system supports it.,"notices,announcement"
NF0248,Notices,Can I share notices?,Contact the issuing department if you have questions about a specific notice.,"notices,announcement"
NF0249,Notices,How do I contact the issuing department?,Please check the Notices page regularly for the latest announcements.,"notices,announcement"
NF0250,Notices,Where are scholarship notices posted?,Official notices are published by authorized college departments.,"notices,announcement"
NF0251,Notices,Where are event notices posted?,"You can filter notices by category, department or program where available.","notices,announcement"
NF0252,Notices,How do I know if registration is open?,"Important notices include deadlines, examinations, placements and academic updates.","notices,announcement"
NF0253,Notices,Can I receive mobile notifications?,Download the attached PDF if a notice includes supporting documents.,"notices,announcement"
NF0254,Notices,What categories of notices exist?,Enable notifications in your student account to receive important updates.,"notices,announcement"
NF0255,Notices,Are archived notices searchable?,Expired notices remain available in the archive if the system supports it.,"notices,announcement"
NF0256,Notices,How can I avoid missing important notices?,Contact the issuing department if you have questions about a specific notice.,"notices,announcement"
NF0257,Notices,What are today's notices?,Please check the Notices page regularly for the latest announcements.,"notices,announcement"
NF0258,Notices,Any new academic notice?,Official notices are published by authorized college departments.,"notices,announcement"
NF0259,Notices,Any exam notice?,"You can filter notices by category, department or program where available.","notices,announcement"
NF0260,Notices,Any placement notice?,"Important notices include deadlines, examinations, placements and academic updates.","notices,announcement"
NF0261,Notices,Any holiday notice?,Download the attached PDF if a notice includes supporting documents.,"notices,announcement"
NF0262,Notices,How do I search notices?,Enable notifications in your student account to receive important updates.,"notices,announcement"
NF0263,Notices,Can I filter notices by department?,Expired notices remain available in the archive if the system supports it.,"notices,announcement"
NF0264,Notices,How long are notices available?,Contact the issuing department if you have questions about a specific notice.,"notices,announcement"
NF0265,Notices,Where can I find old notices?,Please check the Notices page regularly for the latest announcements.,"notices,announcement"
NF0266,Notices,Can I print a notice?,Official notices are published by authorized college departments.,"notices,announcement"
NF0267,Notices,How do I know if a notice is important?,"You can filter notices by category, department or program where available.","notices,announcement"
NF0268,Notices,What is an urgent notice?,"Important notices include deadlines, examinations, placements and academic updates.","notices,announcement"
NF0269,Notices,Can I bookmark notices?,Download the attached PDF if a notice includes supporting documents.,"notices,announcement"
NF0270,Notices,Will I get email notifications?,Enable notifications in your student account to receive important updates.,"notices,announcement"
NF0271,Notices,Can I download notices as PDF?,Expired notices remain available in the archive if the system supports it.,"notices,announcement"
NF0272,Notices,Who can upload notices?,Contact the issuing department if you have questions about a specific notice.,"notices,announcement"
NF0273,Notices,How do I report an incorrect notice?,Please check the Notices page regularly for the latest announcements.,"notices,announcement"
NF0274,Notices,Can faculty publish notices?,Official notices are published by authorized college departments.,"notices,announcement"
NF0275,Notices,Are notices available for all programs?,"You can filter notices by category, department or program where available.","notices,announcement"
NF0276,Notices,Can Diploma students view BE notices?,"Important notices include deadlines, examinations, placements and academic updates.","notices,announcement"
NF0277,Notices,How do I check notice history?,Download the attached PDF if a notice includes supporting documents.,"notices,announcement"
NF0278,Notices,What attachments can notices contain?,Enable notifications in your student account to receive important updates.,"notices,announcement"
NF0279,Notices,How do I know the expiry date?,Expired notices remain available in the archive if the system supports it.,"notices,announcement"
NF0280,Notices,Can I share notices?,Contact the issuing department if you have questions about a specific notice.,"notices,announcement"
NF0281,Notices,How do I contact the issuing department?,Please check the Notices page regularly for the latest announcements.,"notices,announcement"
NF0282,Notices,Where are scholarship notices posted?,Official notices are published by authorized college departments.,"notices,announcement"
NF0283,Notices,Where are event notices posted?,"You can filter notices by category, department or program where available.","notices,announcement"
NF0284,Notices,How do I know if registration is open?,"Important notices include deadlines, examinations, placements and academic updates.","notices,announcement"
NF0285,Notices,Can I receive mobile notifications?,Download the attached PDF if a notice includes supporting documents.,"notices,announcement"
NF0286,Notices,What categories of notices exist?,Enable notifications in your student account to receive important updates.,"notices,announcement"
NF0287,Notices,Are archived notices searchable?,Expired notices remain available in the archive if the system supports it.,"notices,announcement"
NF0288,Notices,How can I avoid missing important notices?,Contact the issuing department if you have questions about a specific notice.,"notices,announcement"
NF0289,Notices,What are today's notices?,Please check the Notices page regularly for the latest announcements.,"notices,announcement"
NF0290,Notices,Any new academic notice?,Official notices are published by authorized college departments.,"notices,announcement"
NF0291,Notices,Any exam notice?,"You can filter notices by category, department or program where available.","notices,announcement"
NF0292,Notices,Any placement notice?,"Important notices include deadlines, examinations, placements and academic updates.","notices,announcement"
NF0293,Notices,Any holiday notice?,Download the attached PDF if a notice includes supporting documents.,"notices,announcement"
