room_id,room_name,building,floor,room_type,capacity,status,department,facilities
ROOM-0142,AR-251,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0143,AR-252,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0144,AR-253,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0145,AR-254,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0146,AR-255,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0147,AR-256,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0148,AR-257,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0149,AR-258,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0150,AR-260,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0151,AR-261,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0152,AR-262,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0153,AR-263,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0154,AR-264,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0155,AR-265,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0156,AR-266,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0157,AR-267,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0158,AR-268,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0159,AR-269,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0160,AR-270,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0161,AR-271,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0162,AR-272,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0163,AR-273,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0164,AR-274,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0165,AR-275,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0166,AR-276,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0167,AR-277,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0168,AR-279,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0169,AR-280,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0170,AR-281,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0171,AR-282,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0172,AR-283,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0173,AR-284,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0174,AR-286,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0175,AR-287,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0176,AR-288,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0177,AR-289,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0178,AR-290,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0179,AR-292,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0180,AR-294,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0181,AR-295,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0182,AR-296,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0183,AR-297,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0184,AR-298,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0185,AR-299,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0186,AR-300,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0187,AR-301,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0188,AR-303,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0189,AR-304,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0190,AR-305,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0191,AR-306,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0192,AR-307,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0193,AR-308,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0194,AR-309,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0195,AR-310,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0196,AR-311,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0197,AR-312,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0198,AR-313,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0199,AR-314,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0200,AR-315,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0201,AR-316,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0202,AR-317,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0203,AR-318,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0204,AR-319,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0205,AR-320,,,,,Active,Artificial Intelligence & Machine Learning,
ROOM-0206,AU-101,,,,,Active,Automobile Engineering,
ROOM-0207,AU-102,,,,,Active,Automobile Engineering,
ROOM-0208,AU-103,,,,,Active,Automobile Engineering,
ROOM-0209,AU-105,,,,,Active,Automobile Engineering,
ROOM-0210,AU-106,,,,,Active,Automobile Engineering,
ROOM-0211,AU-107,,,,,Active,Automobile Engineering,
ROOM-0212,AU-108,,,,,Active,Automobile Engineering,
ROOM-0213,AU-109,,,,,Active,Automobile Engineering,
ROOM-0214,AU-110,,,,,Active,Automobile Engineering,
ROOM-0215,AU-112,,,,,Active,Automobile Engineering,
ROOM-0216,AU-113,,,,,Active,Automobile Engineering,
ROOM-0217,AU-114,,,,,Active,Automobile Engineering,
ROOM-0218,AU-115,,,,,Active,Automobile Engineering,
ROOM-0219,AU-116,,,,,Active,Automobile Engineering,
ROOM-0220,AU-117,,,,,Active,Automobile Engineering,
ROOM-0221,AU-118,,,,,Active,Automobile Engineering,
ROOM-0222,AU-119,,,,,Active,Automobile Engineering,
ROOM-0223,AU-120,,,,,Active,Automobile Engineering,
ROOM-0224,AU-121,,,,,Active,Automobile Engineering,
ROOM-0225,AU-122,,,,,Active,Automobile Engineering,
ROOM-0226,AU-123,,,,,Active,Automobile Engineering,
ROOM-0227,AU-124,,,,,Active,Automobile Engineering,
ROOM-0228,AU-125,,,,,Active,Automobile Engineering,
ROOM-0229,AU-126,,,,,Active,Automobile Engineering,
ROOM-0230,AU-127,,,,,Active,Automobile Engineering,
ROOM-0231,AU-128,,,,,Active,Automobile Engineering,
ROOM-0232,AU-129,,,,,Active,Automobile Engineering,
ROOM-0233,AU-130,,,,,Active,Automobile Engineering,
ROOM-0234,AU-131,,,,,Active,Automobile Engineering,
ROOM-0235,AU-132,,,,,Active,Automobile Engineering,
ROOM-0236,AU-133,,,,,Active,Automobile Engineering,
ROOM-0237,AU-134,,,,,Active,Automobile Engineering,
ROOM-0238,AU-135,,,,,Active,Automobile Engineering,
ROOM-0239,AU-136,,,,,Active,Automobile Engineering,
ROOM-0240,AU-137,,,,,Active,Automobile Engineering,
ROOM-0241,AU-138,,,,,Active,Automobile Engineering,
ROOM-0242,AU-139,,,,,Active,Automobile Engineering,
ROOM-0243,AU-140,,,,,Active,Automobile Engineering,
ROOM-0244,AU-141,,,,,Active,Automobile Engineering,
ROOM-0245,AU-142,,,,,Active,Automobile Engineering,
ROOM-0246,AU-143,,,,,Active,Automobile Engineering,
ROOM-0247,AU-145,,,,,Active,Automobile Engineering,
ROOM-0248,AU-146,,,,,Active,Automobile Engineering,
ROOM-0249,AU-147,,,,,Active,Automobile Engineering,
ROOM-0250,AU-148,,,,,Active,Automobile Engineering,
ROOM-0251,AU-149,,,,,Active,Automobile Engineering,
ROOM-0252,AU-150,,,,,Active,Automobile Engineering,
ROOM-0253,AU-151,,,,,Active,Automobile Engineering,
ROOM-0254,AU-152,,,,,Active,Automobile Engineering,
ROOM-0255,AU-153,,,,,Active,Automobile Engineering,
ROOM-0256,AU-154,,,,,Active,Automobile Engineering,
ROOM-0257,AU-155,,,,,Active,Automobile Engineering,
ROOM-0258,AU-156,,,,,Active,Automobile Engineering,
ROOM-0259,AU-157,,,,,Active,Automobile Engineering,
ROOM-0260,AU-158,,,,,Active,Automobile Engineering,
ROOM-0261,AU-160,,,,,Active,Automobile Engineering,
ROOM-0262,AU-161,,,,,Active,Automobile Engineering,
ROOM-0263,AU-162,,,,,Active,Automobile Engineering,
ROOM-0264,AU-163,,,,,Active,Automobile Engineering,
ROOM-0265,AU-165,,,,,Active,Automobile Engineering,
ROOM-0266,AU-166,,,,,Active,Automobile Engineering,
ROOM-0267,AU-168,,,,,Active,Automobile Engineering,
ROOM-0268,AU-170,,,,,Active,Automobile Engineering,
ROOM-0269,AU-172,,,,,Active,Automobile Engineering,
ROOM-0270,AU-173,,,,,Active,Automobile Engineering,
ROOM-0271,AU-174,,,,,Active,Automobile Engineering,
ROOM-0272,AU-175,,,,,Active,Automobile Engineering,
ROOM-0273,AU-176,,,,,Active,Automobile Engineering,
ROOM-0274,AU-177,,,,,Active,Automobile Engineering,
ROOM-0275,AU-178,,,,,Active,Automobile Engineering,
ROOM-0276,AU-179,,,,,Active,Automobile Engineering,
ROOM-0277,AU-180,,,,,Active,Automobile Engineering,
ROOM-0278,AU-181,,,,,Active,Automobile Engineering,
ROOM-0279,AU-182,,,,,Active,Automobile Engineering,
ROOM-0280,AU-183,,,,,Active,Automobile Engineering,
ROOM-0281,AU-186,,,,,Active,Automobile Engineering,
ROOM-0282,AU-187,,,,,Active,Automobile Engineering,
ROOM-0283,AU-189,,,,,Active,Automobile Engineering,
ROOM-0284,AU-190,,,,,Active,Automobile Engineering,
ROOM-0285,AU-191,,,,,Active,Automobile Engineering,
ROOM-0286,AU-192,,,,,Active,Automobile Engineering,
ROOM-0287,AU-193,,,,,Active,Automobile Engineering,
ROOM-0288,AU-195,,,,,Active,Automobile Engineering,
ROOM-0289,AU-196,,,,,Active,Automobile Engineering,
ROOM-0290,AU-197,,,,,Active,Automobile Engineering,
ROOM-0291,AU-198,,,,,Active,Automobile Engineering,
ROOM-0292,AU-199,,,,,Active,Automobile Engineering,
ROOM-0293,AU-201,,,,,Active,Automobile Engineering,
ROOM-0294,AU-202,,,,,Active,Automobile Engineering,
ROOM-0295,AU-204,,,,,Active,Automobile Engineering,
ROOM-0296,AU-206,,,,,Active,Automobile Engineering,
ROOM-0297,AU-208,,,,,Active,Automobile Engineering,
ROOM-0298,AU-209,,,,,Active,Automobile Engineering,
ROOM-0299,AU-210,,,,,Active,Automobile Engineering,
ROOM-0300,AU-211,,,,,Active,Automobile Engineering,
ROOM-0301,AU-212,,,,,Active,Automobile Engineering,
ROOM-0302,AU-213,,,,,Active,Automobile Engineering,
ROOM-0303,AU-214,,,,,Active,Automobile Engineering,
ROOM-0304,AU-215,,,,,Active,Automobile Engineering,
ROOM-0305,AU-216,,,,,Active,Automobile Engineering,
ROOM-0306,AU-217,,,,,Active,Automobile Engineering,
ROOM-0307,AU-218,,,,,Active,Automobile Engineering,
ROOM-0308,AU-219,,,,,Active,Automobile Engineering,
ROOM-0309,AU-220,,,,,Active,Automobile Engineering,
ROOM-0310,AU-221,,,,,Active,Automobile Engineering,
ROOM-0311,AU-222,,,,,Active,Automobile Engineering,
ROOM-0312,AU-225,,,,,Active,Automobile Engineering,
ROOM-0313,AU-226,,,,,Active,Automobile Engineering,
ROOM-0314,AU-227,,,,,Active,Automobile Engineering,
ROOM-0315,AU-228,,,,,Active,Automobile Engineering,
ROOM-0316,AU-229,,,,,Active,Automobile Engineering,
ROOM-0317,AU-230,,,,,Active,Automobile Engineering,
ROOM-0318,AU-231,,,,,Active,Automobile Engineering,
ROOM-0319,AU-232,,,,,Active,Automobile Engineering,
ROOM-0320,AU-233,,,,,Active,Automobile Engineering,
ROOM-0321,AU-235,,,,,Active,Automobile Engineering,
ROOM-0322,AU-236,,,,,Active,Automobile Engineering,
ROOM-0323,AU-237,,,,,Active,Automobile Engineering,
ROOM-0324,AU-238,,,,,Active,Automobile Engineering,
ROOM-0325,AU-239,,,,,Active,Automobile Engineering,
ROOM-0326,AU-240,,,,,Active,Automobile Engineering,
ROOM-0327,AU-241,,,,,Active,Automobile Engineering,
ROOM-0328,AU-242,,,,,Active,Automobile Engineering,
ROOM-0329,AU-243,,,,,Active,Automobile Engineering,
ROOM-0330,AU-244,,,,,Active,Automobile Engineering,
ROOM-0331,AU-245,,,,,Active,Automobile Engineering,
ROOM-0332,AU-247,,,,,Active,Automobile Engineering,
ROOM-0333,AU-248,,,,,Active,Automobile Engineering,
ROOM-0334,AU-249,,,,,Active,Automobile Engineering,
ROOM-0335,AU-250,,,,,Active,Automobile Engineering,
ROOM-0336,AU-252,,,,,Active,Automobile Engineering,
ROOM-0337,AU-253,,,,,Active,Automobile Engineering,
ROOM-0338,AU-254,,,,,Active,Automobile Engineering,
ROOM-0339,AU-255,,,,,Active,Automobile Engineering,
ROOM-0340,AU-256,,,,,Active,Automobile Engineering,
ROOM-0341,AU-257,,,,,Active,Automobile Engineering,
ROOM-0342,AU-258,,,,,Active,Automobile Engineering,
ROOM-0343,AU-259,,,,,Active,Automobile Engineering,
ROOM-0344,AU-260,,,,,Active,Automobile Engineering,
ROOM-0345,AU-261,,,,,Active,Automobile Engineering,
ROOM-0346,AU-262,,,,,Active,Automobile Engineering,
ROOM-0347,AU-263,,,,,Active,Automobile Engineering,
ROOM-0348,AU-264,,,,,Active,Automobile Engineering,
ROOM-0349,AU-266,,,,,Active,Automobile Engineering,
ROOM-0350,AU-267,,,,,Active,Automobile Engineering,
ROOM-0351,AU-268,,,,,Active,Automobile Engineering,
ROOM-0352,AU-269,,,,,Active,Automobile Engineering,
ROOM-0353,AU-270,,,,,Active,Automobile Engineering,
ROOM-0354,AU-271,,,,,Active,Automobile Engineering,
ROOM-0355,AU-272,,,,,Active,Automobile Engineering,
ROOM-0356,AU-274,,,,,Active,Automobile Engineering,
ROOM-0357,AU-275,,,,,Active,Automobile Engineering,
ROOM-0358,AU-276,,,,,Active,Automobile Engineering,
ROOM-0359,AU-277,,,,,Active,Automobile Engineering,
ROOM-0360,AU-278,,,,,Active,Automobile Engineering,
ROOM-0361,AU-279,,,,,Active,Automobile Engineering,
ROOM-0362,AU-280,,,,,Active,Automobile Engineering,
ROOM-0363,AU-282,,,,,Active,Automobile Engineering,
ROOM-0364,AU-283,,,,,Active,Automobile Engineering,
ROOM-0365,AU-284,,,,,Active,Automobile Engineering,
ROOM-0366,AU-285,,,,,Active,Automobile Engineering,
ROOM-0367,AU-286,,,,,Active,Automobile Engineering,
ROOM-0368,AU-287,,,,,Active,Automobile Engineering,
ROOM-0369,AU-288,,,,,Active,Automobile Engineering,
ROOM-0370,AU-289,,,,,Active,Automobile Engineering,
ROOM-0371,AU-290,,,,,Active,Automobile Engineering,
ROOM-0372,AU-291,,,,,Active,Automobile Engineering,
ROOM-0373,AU-292,,,,,Active,Automobile Engineering,
ROOM-0374,AU-293,,,,,Active,Automobile Engineering,
ROOM-0375,AU-295,,,,,Active,Automobile Engineering,
ROOM-0376,AU-296,,,,,Active,Automobile Engineering,
ROOM-0377,AU-297,,,,,Active,Automobile Engineering,
ROOM-0378,AU-298,,,,,Active,Automobile Engineering,
ROOM-0379,AU-300,,,,,Active,Automobile Engineering,
ROOM-0380,AU-302,,,,,Active,Automobile Engineering,
ROOM-0381,AU-303,,,,,Active,Automobile Engineering,
ROOM-0382,AU-304,,,,,Active,Automobile Engineering,
ROOM-0383,AU-305,,,,,Active,Automobile Engineering,
ROOM-0384,AU-306,,,,,Active,Automobile Engineering,
ROOM-0385,AU-307,,,,,Active,Automobile Engineering,
ROOM-0386,AU-308,,,,,Active,Automobile Engineering,
ROOM-0387,AU-309,,,,,Active,Automobile Engineering,
ROOM-0388,AU-310,,,,,Active,Automobile Engineering,
ROOM-0389,AU-311,,,,,Active,Automobile Engineering,
ROOM-0390,AU-312,,,,,Active,Automobile Engineering,
ROOM-0391,AU-313,,,,,Active,Automobile Engineering,
ROOM-0392,AU-314,,,,,Active,Automobile Engineering,
ROOM-0393,AU-315,,,,,Active,Automobile Engineering,
ROOM-0394,AU-316,,,,,Active,Automobile Engineering,
ROOM-0395,AU-317,,,,,Active,Automobile Engineering,
ROOM-0396,AU-318,,,,,Active,Automobile Engineering,
ROOM-0397,AU-319,,,,,Active,Automobile Engineering,
ROOM-0398,AU-320,,,,,Active,Automobile Engineering,
ROOM-0399,CI-101,,,,,Active,Civil Engineering,
ROOM-0400,CI-102,,,,,Active,Civil Engineering,
ROOM-0401,CI-103,,,,,Active,Civil Engineering,
ROOM-0402,CI-104,,,,,Active,Civil Engineering,
ROOM-0403,CI-105,,,,,Active,Civil Engineering,
ROOM-0404,CI-106,,,,,Active,Civil Engineering,
ROOM-0405,CI-107,,,,,Active,Civil Engineering,
ROOM-0406,CI-108,,,,,Active,Civil Engineering,
ROOM-0407,CI-109,,,,,Active,Civil Engineering,
ROOM-0408,CI-110,,,,,Active,Civil Engineering,
ROOM-0409,CI-111,,,,,Active,Civil Engineering,
ROOM-0410,CI-112,,,,,Active,Civil Engineering,
